platform,post_id,comment,topic,neg_sentiment (%),pos_sentiment (%),neu_sentiment (%),actionable_insight,date
facebook,1345484740278382.0,Zit er geen een bij waar je een shirt van zou nemen.,Fan Request - Shirt Purchase,7.92,23.15,68.93,→  Promote interactive content exploring player number narratives.,
facebook,1345484740278382.0,Robert van Beers nou het shirt zelf wel maar niet met een van deze namen erop zelfs gratis niet!,Fan Request - Shirt Names,7.55,44.15,48.3,UNKNOWN,
facebook,1345484740278382.0,Ferdi Katipana dat dan weer wel ja. 👍,Ferdi Katipana - Positive Sentiment,8.31,78.74,12.95,UNKNOWN,
facebook,1345484740278382.0,Van de boomen verdiend een standbeeld,Fan Praise - Van de Boom,7.65,58.7,33.65,UNKNOWN,
facebook,1345484740278382.0,Never forget the important number….   🤍34❤️,Fan Reference - Number 34,8.45,81.47,10.08,UNKNOWN,
facebook,1345484740278382.0,The best team.,Positive Sentiment - Team Performance,8.45,83.11,8.45,UNKNOWN,
facebook,1345484740278382.0,Waarom sutalo niet 3,Fan Question - Sutalo’s Number,8.61,8.61,82.77,UNKNOWN,
facebook,1345484740278382.0,Jeremy Kirana Sutalo speelt graag met 37. Had hij ook bij Dinamo.,Player Context - Sutalo’s Number (Dinamo),8.6,8.6,82.79,UNKNOWN,
facebook,1345484740278382.0,taylor is in,Player Presence - Taylor,7.88,23.8,68.32,UNKNOWN,
facebook,1345484740278382.0,Zit die vd boomen er nog steeds bij?,Player Presence - Van de Boom,8.14,17.53,74.33,UNKNOWN,
facebook,1345484740278382.0,Edward Doeswijk,Player - Edward Doeswijk,8.28,14.28,77.44,UNKNOWN,
facebook,1345484740278382.0,Wat is er gebeurd met het legendarische nummer 14?,Fan Reference - Number 14,8.34,13.19,78.47,UNKNOWN,
facebook,1345484740278382.0,Eduardo Matos die is voor eeuwig van Johan cruijff,Fan Reference - Johan Cruijff (Legacy),8.07,19.32,72.62,UNKNOWN,
facebook,1345484740278382.0,Eduardo Matos wat is er gebeurd met die steen waar je onder gelegen hebt?,Fan Reference - Number 14 (Historical),8.45,11.16,80.39,UNKNOWN,
facebook,1345484740278382.0,Eduardo Matos iets met steen,Fan Reference - Number 14 (Historical),8.42,11.39,80.2,UNKNOWN,
facebook,1345484740278382.0,Eduardo Matos allereerst voor eeuwig cruijff en der is er geen een bekwaam om ook maar te kijken naar nr. 14,Fan Reference - Number 14 (Historical),8.19,16.57,75.24,UNKNOWN,
facebook,1345484740278382.0,Eduardo ben je serieus zo dom?,Fan Criticism - Van de Boom (Intelligence),8.51,10.88,80.61,UNKNOWN,
facebook,1345484740278382.0,Erik Bennema Ik ben een Braziliaanse fan van Cruyff en het totale voetbal van Pais👏🏻👏🏻👏🏻,Fan Humor - Van de Boom (Stone),7.86,67.61,24.53,UNKNOWN,
facebook,1345484740278382.0,"Jos Tielemans 
Hele grote baksteen  🤪",Player - Jos Tielemans (Humor),7.77,29.41,62.82,UNKNOWN,
facebook,1345484740278382.0,"Staat van den boomen er echt bij? Gast pakt 4 miljoen per jaar,  maar kan geen 4 ballen raken",Van den Boomen – Fitness,8.19,17.26,74.55,“Implement a fitness plan for Van den Boomen prioritizing ball control and accuracy.”,
facebook,1345484740278382.0,Mitchell Daniëls,Daniëls – Player Mention,8.45,10.94,80.61,“Engage with player mentions across all platforms to foster player connection.”,
facebook,1345484740278382.0,Branco...???,Branco – Player Mention,8.51,8.51,82.97,“Evaluate Branco’s performance and adjust training accordingly.”,
facebook,1345484740278382.0,"Remco Baan 21, van den Boomen",Van den Boomen – Fitness,8.36,12.44,79.2,“Collaborate with Van den Boomen to address specific weaknesses in ball handling.”,
facebook,1345484740278382.0,"Go up KONADU
The sky is the limit.
Am proud to be a Ghanaian.",Konadu – Player Mention,8.53,82.83,8.63,“Highlight Konadu’s strengths and potential in promotional material.”,
facebook,1345484740278382.0,"Begrijp ik hieruit dat hij toch met Gloukh achterop op het shirt gaat spelen? Of toch gewoon Oscar? In de fanshop zie ik nog steeds Oscar staan namelijk, dus neem dat het Oscar blijft dan?",Gloukh – Player Mention,8.3,15.88,75.83,“Clarify Gloukh’s role and position on the team through official communications.”,
facebook,1345484740278382.0,❌❌❌,Oscar – Player Mention,7.81,27.16,65.03,“Monitor Oscar’s usage and adjust accordingly based on fan feedback.”,
facebook,1345484740278382.0,funny names,Harmless Banter,15.47,32.61,51.92,“Maintain a positive and inclusive atmosphere across all fan interactions.”,
facebook,1345484740278382.0,Begin maar vast met zoeken naar nog een spits voor de winterstop want Weghorst nog een seizoen op de bank dat gaat hij nooit pikken.,Weghorst – Tactical,8.21,18.69,73.1,“Assess Weghorst's playing time and prepare alternative strategies.”,
facebook,1345484740278382.0,Jody Habing jammer dan. Het is tijd voor zachte voetjes in de spits.,Habing – Tactical,8.4,12.14,79.46,“Re-evaluate Habing's tactical fit within the team’s formations.”,
facebook,1345484740278382.0,Roland Roovers ben ik volledig met je eens en die ontbreken bij Wout. Pech voor hem maar ik denk dat hij geen makkelijke is als het zover komt. 😅🙏,Roovers – Tactical,7.71,33.16,59.14,“Confirm Roovers’s tactical position and playing time.”,
facebook,1345484740278382.0,Weghorst 9,Weghorst – Tactical,10.69,8.6,80.71,“Reinforce Oscar’s position as a key player in marketing campaigns.”,
facebook,1345484740278382.0,Ajax2 oke,Oscar – Player Mention,8.27,15.26,76.47,“Analyze Wijndal’s performance and consider alternative back options.”,
facebook,1345484740278382.0,Wijndal eruit geen goede back,Wijndal – Tactical,8.33,14.26,77.42,“Confirm the selection of a reliable left-back through clear messaging.”,
facebook,1345484740278382.0,En niet 1 fatsoenlijke linksback,Linksback – Tactical,8.42,12.78,78.81,“Repeat Oscar’s role as a starting player in promotional materials.”,
facebook,1345484740278382.0,And number 14?,Oscar – Player Mention,8.36,12.41,79.23,“Recognize and appreciate staff members’ contributions publicly.”,
facebook,1345484740278382.0,Mohamed forever for Johan Cruijff. Just like other teams and their legends,Cruijff – Legend,7.82,65.87,26.31,“Moderate fan comments to maintain respectful dialogue.”,
facebook,1345484740278382.0,Marco Root thank you,Root – Appreciation,8.05,72.78,19.17,“Monitor Nouri’s development and provide support for continued progress.”,
facebook,1345484740278382.0,Rescpetloos zooitje onregeld,Disrespectful Behavior,75.39,8.17,16.44,UNKNOWN,
facebook,1345484740278382.0,Nouri niet vergeten die jonge is bijna opgeven,Nouri – Potential Decline,11.25,10.83,77.92,UNKNOWN,
facebook,1345484740278382.0,Justin nouri heeft geen nummer 14😉. Nouri is forever nummer 34 🫶🏻,Nouri – Incorrect Jersey Number,16.22,17.69,66.09,Emphasize Nouri's number 34 in marketing materials to correct the misidentification.,
facebook,1345484740278382.0,Nooit meer met bedrukking.. Word met het jaar slechtere kwaliteit,Bedrukking Quality Decline,36.15,7.98,55.87,Improve the quality and durability of all bedrukking merchandise.,
facebook,1345484740278382.0,Jaap Kuiper jij wilde toch nr 21?,Kuiper – Requested Jersey Number,8.54,8.54,82.92,Investigate Jaap Kuiper’s preferred jersey number preference.,
facebook,1345484740278382.0,Kevin Driessen zijn salaris,Driessen – Salary Concerns,18.95,8.13,72.92,Analyze Kevin Driessen’s contract and potential salary adjustments.,
facebook,1345484740278382.0,Jaap Kuiper en die van regeer erbij?,Kuiper – Regie Player Request,8.56,8.56,82.87,Consider adding a controlling midfielder to bolster the midfield.,
facebook,1345484740278382.0,Kevin Driessen die moet toeleggen,Driessen – Fitness Adjustment Needed,8.33,14.53,77.14,Implement a training plan focused on improving Kevin Driessen's fitness.,
facebook,1345484740278382.0,"Not good enough last season,hard to see that it has improved, prove me wrong guys!",Squad Improvement Doubt,58.68,12.22,29.1,Showcase squad progress and improvements to address fan skepticism.,
facebook,1345484740278382.0,"Peter Fields A true right winger is missing. There are also many doubts about the qualities of the current right-backs in Ajax's team. Ajax currently only has one true left-back, no experienced holding midfielder.",Ajax Team Assessment,54.96,7.63,37.41,Conduct a comprehensive assessment of Ajax’s squad weaknesses.,
facebook,1345484740278382.0,"Ferdous Oahid I agree,add to that IMO a number of players who look brilliant now & then,not consistent",Oahid – Player Consistency,21.36,24.11,54.53,Monitor and address player inconsistency across the squad.,
facebook,1345484740278382.0,What an average squad,Average Squad Assessment,77.1,8.26,14.64,Evaluate the squad's overall quality and depth.,
facebook,1345484740278382.0,Vind het wel wat magertjes,Driessen – Limited Forward Options,8.01,21.25,70.74,Explore options for strengthening the forward line.,
facebook,1345484740278382.0,"Wat een slechte selectie zeg. En dat het kwalitatief niet is wat we willen, dat weten we wel. Maar de selectie is ook nog uit balans. We hebben bv maar 1 linksback, die al jarenlang afgeschreven was nota bene. En we hebben ook maar 1 goede rechtsbuiten, het alternatief is een bejaarde die rode kaarten pakt als het hem niet zint. Dat Kroes niet kan toveren snappen we allemaal, dat Ajax niet de spelers kan halen die ze wil snappen we ook. Maar dit… ppfff dat wordt 0 punten in de CL en max 5e in de competitie. Maar ik hoop natuurlijk dat ik er volledig naast zit…",Traore – Lack of Character,37.15,9.03,53.82,Prioritize recruiting players with strong character and leadership qualities.,
facebook,1345484740278382.0,,,15.81,19.73,64.45,,
facebook,1344128697080653.0,Lekker alles laten gaan en wat krijgt Ajax ervoor terug? We missen echt mensen met karakter in dit team. Maar succes Traore en Brobbey!,Traore – Character Concerns,11.23,44.79,43.98,Reinforce the need for Traore to demonstrate more impactful character.,
facebook,1344128697080653.0,Niels van Muijen deze kun je makkelijk missen en hoef je niet perse wat voor terug. Ja een spits en die komt morgen. Dolberg wordt morgen al medisch gekeurd. Nu nog een ervaren controlerende middenvelder en een nieuwe trainer en we kunnen verder.,Van Muijen – Left-Back Position Needs,9.26,13.93,76.81,Target a reliable left-back to reinforce the defense.,
facebook,1344128697080653.0,"Frank Pisters Je mist in dit team karakter en leiderschap. Dit is een team die sommige wedstrijden leuk voetbal gaat laten zien, maar tegen échte mannen of goed voetballende teams helemaal weggevaagd gaat worden. Dollberg is net als al die andere aankopen geen leider. Voorin is het het heel magertjes en gaat iemand die echt op 10 moet staan daar positioneren.",Traore – Midfield Leadership Deficit,18.45,11.52,70.02,Address the midfield’s lack of leadership and control.,
facebook,1344128697080653.0,"Niels van Muijen volgens mij hadden ze een 10 gekocht die nu linksbuiten staat 🤦🏼 en idd het middenveld is een drama, gebrek aan leiding, controle enz. Snap echt niet dat ze daar niet volledig de focus op gelegd hebben. Alle aankopen die je afgelopen tijd gedaan hebt had je eigenlijk al rondlopen (op de toekomst). En die ervaring komt wel door wedstrijden te spelen. Wanbeleid ten top. Om aan te geven dat ze ook met Ziyech bezig zijn voor op de flank 🤦🏼🤦🏼 Die die ervaren middenvelder kun je naar fluiten.",Van Muijen – Van Muijen – Left-Back Role,15.79,13.08,71.13,,
facebook,1344128697080653.0,"Niels van Muijen missen inderdaad karakter, iets wat Traore in mijn ogen niet liet zien laat staan wat jij in je 2e reactie zegt ""leiderschap"". Een speler als Traore, met genoeg buitenspelers is dus sneller te missen dan een andere speler.",Traore – Character Concerns,13.77,11.32,74.92,,
facebook,1344128697080653.0,Frank Pisters,Thys – Unclear Comment,14.15,12.17,73.68,,
facebook,1344128697080653.0,Gunther Thys ??,Thys – Unclear Comment,11.31,8.49,80.21,,
facebook,1344128697080653.0,"Ajax is not just a team, it is a profitable business - even more than football itself. Lately, its business model changed to a very short-term vision. Grab your money and run type. Someone on the top is getting rich fast, and will leave a mediocre team behind, depleting it in the long term.",Ajax business model critique,32.04,18.18,49.78,Communicate PSV’s long-term strategy and investment plans to reassure fans about the club’s vision.,
facebook,1344128697080653.0,Felix Aksentsev rich? They sold Traoré for 2.5 million 🤣,Traoré sale value criticism,38.14,8.65,53.21,Analyze Traoré’s sale price against comparable player transfers to identify potential undervaluation.,
facebook,1344128697080653.0,"Wim Timmerman Brobbey is 20+5 mln, and he was underperforming - perhaps knowing that he had no future in Amsterdam no matter what.",Brobbey tactical underperformance,60.76,7.73,31.51,Implement a comprehensive fitness plan for Scofieldd focusing on speed and agility development.,
facebook,1344128697080653.0,"Wim Timmerman idd en toen hij kwam was hij transfervrij, nu gaat hij voor een bedrag van 3 miljoen weg.",Transfer fee discrepancy,19.03,8.92,72.05,Investigate the discrepancies in transfer fees to ensure transparency and fair market value assessments.,
facebook,1344128697080653.0,Felix Aksentsev maybe you havent watched the news last years. But the business went very bad last years...,Recent business performance concerns,69.21,7.94,22.86,Monitor and report on Ajax’s recent business performance to proactively address fan concerns.,
facebook,1344128697080653.0,Felix Aksentsev And Brobbey left for free first. Was bought back for 20. So what is your issue with selling him for a small profit?,Brobbey sale valuation defense,20.0,8.17,71.83,Defend the sale of Brobbey by highlighting the profit generated and its contribution to the team’s resources.,
facebook,1344128697080653.0,Felix Aksentsev  Yes. And even the business thing isn't done very well.,Ajax business investment skepticism,62.57,7.78,29.65,Maintain open dialogue about Ajax’s financial strategy and its impact on the club’s competitiveness.,
facebook,1344128697080653.0,Robin Lokate The only issue is signing a proper replacement player of the same caliber.,Replacement player need,28.48,11.24,60.28,Prioritize scouting and identifying suitable replacement players for the left-back position.,
facebook,1344128697080653.0,Felix Aksentsev My nan is of the same Kaliber  the dude scored 4 last season. 4! A defender has better stats,Defender stats comparison,11.52,37.88,50.6,Conduct a comparative analysis of defender statistics to justify tactical decisions and player evaluations.,
facebook,1344128697080653.0,What does Ajax do with the money they get in return? Because they aren’t putting it back into the team.,Ajax revenue reinvestment,45.94,7.63,46.43,Allocate Ajax’s revenue strategically to improve the team’s squad and strengthen the playing staff.,
facebook,1344128697080653.0,Eric Gijsbertus Onkenhout volgens mij heeft de club haren boven hun stand geleefd en moet er nu geld komen om weer gezond te geraken.,Club financial stability concern,17.47,9.8,72.73,Develop a financial recovery plan to address the club’s financial challenges and secure long-term stability.,
